initialPosX,initialPosZ,finalPosX,finalPosZ,RobotPoseX,RobotPoseZ,RobotPoseRot,MinObstacleAngle,MinObstacleDistance,
-4500,-2000,-400,-2000,-4500,-1999.31,0.0114277,2.1,794.408,
-4500,-2000,-400,-2000,-4499.94,-1997.13,0.0272782,2.1,794.408,
-4500,-2000,-400,-2000,-4499.97,-1992.44,-0.049998,2.1,791.877,
-4500,-2000,-400,-2000,-4500.21,-1989.17,-0.104017,2.1,791.877,
-4500,-2000,-400,-2000,-4500.91,-1984.21,-0.186436,1.974,889.927,
-4500,-2000,-400,-2000,-4501.92,-1979.69,-0.262759,1.974,889.927,
-4500,-2000,-400,-2000,-4503.13,-1975.69,-0.331573,1.134,1006.13,
-4500,-2000,-400,-2000,-4504.6,-1971.82,-0.399808,1.134,1006.13,
-4500,-2000,-400,-2000,-4506.99,-1966.74,-0.467437,1.302,1026.62,
-4500,-2000,-400,-2000,-4508.4,-1963.77,-0.413273,1.302,1026.62,
-4500,-2000,-400,-2000,-4509.96,-1959.92,-0.344753,1.26,998.094,
-4500,-2000,-400,-2000,-4511.18,-1956.21,-0.280474,1.26,998.094,
-4500,-2000,-400,-2000,-4512.22,-1952.13,-0.211176,2.1,926.56,
-4500,-2000,-400,-2000,-4512.94,-1948.28,-0.157752,2.1,926.56,
-4500,-2000,-400,-2000,-4514.05,-1942.77,-0.25031,2.058,919.159,
-4500,-2000,-400,-2000,-4514.83,-1939.94,-0.298651,2.058,919.159,
-4500,-2000,-400,-2000,-4516.65,-1934.78,-0.388793,1.26,986.812,
-4500,-2000,-400,-2000,-4517.99,-1931.7,-0.44411,1.26,986.812,
-4500,-2000,-400,-2000,-4520.24,-1927.37,-0.524581,1.386,1021.13,
-4500,-2000,-400,-2000,-4522.35,-1923.96,-0.590563,1.386,1021.13,
-4500,-2000,-400,-2000,-4525.51,-1919.63,-0.678923,1.554,1042.76,
-4500,-2000,-400,-2000,-4527.89,-1916.83,-0.739375,1.554,1042.76,
-4500,-2000,-400,-2000,-4531.01,-1913.62,-0.813176,1.722,1070.53,
-4500,-2000,-400,-2000,-4533.88,-1911.05,-0.876663,1.722,1070.53,
-4500,-2000,-400,-2000,-4537.4,-1908.3,-0.950254,1.848,1096.21,
-4500,-2000,-400,-2000,-4540.49,-1906.22,-1.01156,1.848,1096.21,
-4500,-2000,-400,-2000,-4544.3,-1904,-1.08427,2.016,1135.13,
-4500,-2000,-400,-2000,-4548.25,-1902.07,-1.15675,2.016,1135.13,
-4500,-2000,-400,-2000,-4552.3,-1900.44,-1.22852,2.1,1176.59,
-4500,-2000,-400,-2000,-4556,-1899.24,-1.29271,2.1,1176.59,
-4500,-2000,-400,-2000,-4560.58,-1898.09,-1.37049,-0.252,1199.84,
-4500,-2000,-400,-2000,-4564.18,-1897.46,-1.43066,-0.252,1199.84,
-4500,-2000,-400,-2000,-4568.99,-1896.95,-1.51028,-0.0840001,1184.97,
-4500,-2000,-400,-2000,-4572.65,-1896.83,-1.5708,-0.0840001,1184.97,
-4500,-2000,-400,-2000,-4577.01,-1896.97,4.64054,0.0419999,1174.49,
-4500,-2000,-400,-2000,-4581.22,-1897.4,4.57085,0.0419999,1174.49,
-4500,-2000,-400,-2000,-4584.98,-1898.04,4.50803,0.168,1167.9,
-4500,-2000,-400,-2000,-4589.59,-1899.16,4.42984,0.168,1167.9,
-4500,-2000,-400,-2000,-4593.85,-1900.54,4.35614,0.336,1164.94,
-4500,-2000,-400,-2000,-4597.87,-1902.19,4.28461,0.336,1164.94,
-4500,-2000,-400,-2000,-4601.7,-1904.08,4.21426,0.462,1166.62,
-4500,-2000,-400,-2000,-4605.37,-1906.22,4.14416,0.462,1166.62,
-4500,-2000,-400,-2000,-4608.32,-1908.21,4.08566,0.63,1172.58,
-4500,-2000,-400,-2000,-4612.24,-1911.27,4.00361,0.63,1172.58,
-4500,-2000,-400,-2000,-4615.41,-1914.16,3.93294,0.756,1182.13,
-4500,-2000,-400,-2000,-4618.49,-1917.41,3.85923,0.756,1182.13,
-4500,-2000,-400,-2000,-4620.9,-1920.33,3.79673,-2.058,970.081,
-4500,-2000,-400,-2000,-4623.56,-1924.03,3.72175,-2.058,970.081,
-4500,-2000,-400,-2000,-4626,-1928.05,3.64429,-2.016,937.277,
-4500,-2000,-400,-2000,-4627.53,-1930.99,3.5897,-2.016,937.277,
-4500,-2000,-400,-2000,-4629.73,-1936.11,3.49784,-1.89,915.738,
-4500,-2000,-400,-2000,-4630.84,-1939.31,3.44217,-1.89,915.738,
-4500,-2000,-400,-2000,-4631.98,-1943.45,3.37136,-1.764,891.965,
-4500,-2000,-400,-2000,-4632.72,-1947.02,3.31136,-1.764,891.965,
-4500,-2000,-400,-2000,-4633.34,-1951.51,3.23662,-1.638,867.638,
-4500,-2000,-400,-2000,-4633.62,-1955.76,3.16641,-1.638,867.638,
-4500,-2000,-400,-2000,-4633.6,-1959.77,3.10048,-1.512,838.605,
-4500,-2000,-400,-2000,-4633.33,-1963.64,3.0365,-1.512,838.605,
-4500,-2000,-400,-2000,-4632.65,-1968.49,2.95572,-1.386,811.866,
-4500,-2000,-400,-2000,-4631.71,-1972.73,2.88421,-1.386,811.866,
-4500,-2000,-400,-2000,-4630.66,-1976.34,2.82231,-1.26,781.105,
-4500,-2000,-400,-2000,-4629.4,-1979.84,2.76101,-1.26,781.105,
-4500,-2000,-400,-2000,-4627.27,-1984.61,2.67492,-1.134,752.848,
-4500,-2000,-400,-2000,-4626.02,-1986.99,2.63067,-1.134,752.848,
-4500,-2000,-400,-2000,-4623.03,-1991.85,2.56318,-0.966,724.122,
-4500,-2000,-400,-2000,-4615.67,-2003.53,2.59995,-0.966,724.122,
-4500,-2000,-400,-2000,-4608.87,-2015.3,2.64164,-1.05,718.952,
-4500,-2000,-400,-2000,-4604.14,-2024.28,2.67689,-1.05,718.952,
-4500,-2000,-400,-2000,-4599.07,-2034.9,2.72351,-1.134,722.892,
-4500,-2000,-400,-2000,-4595.98,-2042.14,2.75859,-1.134,722.892,
-4500,-2000,-400,-2000,-4592.4,-2051.62,2.80951,-1.218,732.235,
-4500,-2000,-400,-2000,-4589.47,-2060.82,2.86449,-1.218,732.235,
-4500,-2000,-400,-2000,-4587.4,-2068.81,2.91687,-1.302,745.971,
-4500,-2000,-400,-2000,-4585.88,-2076.24,2.97117,-1.302,745.971,
-4500,-2000,-400,-2000,-4584.82,-2083.49,3.02944,-1.428,764.441,
-4500,-2000,-400,-2000,-4584.28,-2089.51,3.08284,-1.428,764.441,
-4500,-2000,-400,-2000,-4584.08,-2095.47,3.14178,-1.554,785.978,
-4500,-2000,-400,-2000,-4584.23,-2101.01,3.20039,-1.554,785.978,
-4500,-2000,-400,-2000,-4584.86,-2108.2,3.2636,-1.68,811.124,
-4500,-2000,-400,-2000,-4585.77,-2114.51,3.31225,-1.68,811.124,
-4500,-2000,-400,-2000,-4587.69,-2124.07,3.37198,-1.806,834.619,
-4500,-2000,-400,-2000,-4589.27,-2130.39,3.40742,-1.806,834.619,
-4500,-2000,-400,-2000,-4591.93,-2139.41,3.45316,-1.89,856.264,
-4500,-2000,-400,-2000,-4594.97,-2148.31,3.49407,-1.89,856.264,
-4500,-2000,-400,-2000,-4598.99,-2158.63,3.53614,-2.016,880.182,
-4500,-2000,-400,-2000,-4602.52,-2166.82,3.55935,-2.016,880.182,
-4500,-2000,-400,-2000,-4604.19,-2170.93,3.4863,-2.016,885.13,
-4500,-2000,-400,-2000,-4605.57,-2175.2,3.41227,-2.016,885.13,
-4500,-2000,-400,-2000,-4606.61,-2179.44,3.34047,-1.89,862.463,
-4500,-2000,-400,-2000,-4607.3,-2183.51,3.27233,-1.89,862.463,
-4500,-2000,-400,-2000,-4607.73,-2187.81,3.20115,-1.764,836.668,
-4500,-2000,-400,-2000,-4607.86,-2191.79,3.13557,-1.764,836.668,
-4500,-2000,-400,-2000,-4607.68,-2196.32,3.061,-1.638,811.255,
-4500,-2000,-400,-2000,-4607.24,-2200.35,2.99415,-1.638,811.255,
-4500,-2000,-400,-2000,-4606.41,-2204.92,2.91758,-1.512,783.161,
-4500,-2000,-400,-2000,-4605.4,-2208.82,2.85132,-1.512,783.161,
-4500,-2000,-400,-2000,-4603.85,-2213.39,2.77172,-1.386,753.839,
-4500,-2000,-400,-2000,-4602.25,-2217.2,2.7037,-1.386,753.839,
-4500,-2000,-400,-2000,-4600.26,-2221.12,2.63123,-1.26,725.573,
-4500,-2000,-400,-2000,-4598.33,-2224.35,2.56925,-1.26,725.573,
-4500,-2000,-400,-2000,-4595.54,-2228.37,2.4887,-1.092,692.805,
-4500,-2000,-400,-2000,-4593.26,-2231.19,2.42892,-1.092,692.805,
-4500,-2000,-400,-2000,-4589.89,-2234.83,2.34719,-0.966,666.714,
-4500,-2000,-400,-2000,-4587.25,-2237.28,2.2879,-0.966,666.714,
-4500,-2000,-400,-2000,-4583.92,-2240.01,2.21695,-0.798,636.755,
-4500,-2000,-400,-2000,-4580.41,-2242.5,2.14597,-0.798,636.755,
-4500,-2000,-400,-2000,-4576.31,-2244.96,2.08064,-0.63,610.302,
-4500,-2000,-400,-2000,-4572.58,-2247.2,2.15227,-0.63,610.302,
-4500,-2000,-400,-2000,-4569.4,-2249.42,2.21617,-0.756,616.664,
-4500,-2000,-400,-2000,-4566.15,-2252.02,2.28475,-0.756,616.664,
-4500,-2000,-400,-2000,-4562.55,-2255.36,2.36561,-0.924,631.907,
-4500,-2000,-400,-2000,-4559.94,-2258.17,2.42883,-0.924,631.907,
-4500,-2000,-400,-2000,-4556.86,-2262.01,2.50989,-1.092,651.309,
-4500,-2000,-400,-2000,-4554.66,-2265.2,2.57377,-1.092,651.309,
-4500,-2000,-400,-2000,-4552.52,-2268.77,2.64223,-1.26,674.721,
-4500,-2000,-400,-2000,-4550.46,-2272.87,2.71783,-1.26,674.721,
-4500,-2000,-400,-2000,-4548.8,-2276.85,2.78889,-1.428,701.85,
-4500,-2000,-400,-2000,-4547.73,-2280.01,2.8438,-1.428,701.85,
-4500,-2000,-400,-2000,-4546.46,-2284.72,2.92419,-1.596,732.51,
-4500,-2000,-400,-2000,-4545.73,-2288.51,2.98775,-1.596,732.51,
-4500,-2000,-400,-2000,-4545.16,-2293.32,3.06768,-1.722,756.758,
-4500,-2000,-400,-2000,-4544.98,-2297.14,3.13068,-1.722,756.758,
-4500,-2000,-400,-2000,-4545.08,-2301.63,3.20457,-1.89,791.491,
-4500,-2000,-400,-2000,-4545.49,-2306.01,3.27706,-1.89,791.491,
-4500,-2000,-400,-2000,-4546.28,-2310.61,3.35395,-2.016,817.883,
-4500,-2000,-400,-2000,-4547.22,-2314.46,3.41918,-2.016,817.883,
-4500,-2000,-400,-2000,-4548.45,-2318.34,3.48635,1.26,1328.81,
-4500,-2000,-400,-2000,-4549.91,-2322.06,3.54062,1.26,1328.81,
-4500,-2000,-400,-2000,-4551.52,-2326.25,3.46661,1.218,1320.48,
-4500,-2000,-400,-2000,-4552.8,-2330.5,3.39352,1.218,1320.48,
-4500,-2000,-400,-2000,-4553.73,-2334.61,3.32404,-2.058,834.462,
-4500,-2000,-400,-2000,-4554.37,-2338.84,3.25367,-2.058,834.462,
-4500,-2000,-400,-2000,-4554.71,-2342.94,3.18588,-1.932,814.36,
-4500,-2000,-400,-2000,-4554.77,-2346.85,3.12148,-1.932,814.36,
-4500,-2000,-400,-2000,-4554.56,-2351.13,3.05088,-1.848,795.98,
-4500,-2000,-400,-2000,-4554,-2355.62,2.97635,-1.848,795.98,
-4500,-2000,-400,-2000,-4553.12,-2360,2.90266,-1.722,769.425,
-4500,-2000,-400,-2000,-4552.07,-2363.83,2.83732,-1.722,769.425,
-4500,-2000,-400,-2000,-4550.59,-2368.06,2.76341,-1.596,741.603,
-4500,-2000,-400,-2000,-4549.14,-2371.46,2.70246,-1.596,741.603,
-4500,-2000,-400,-2000,-4546.97,-2375.69,2.6243,-1.47,713.513,
-4500,-2000,-400,-2000,-4544.87,-2379.14,2.55779,-1.47,713.513,
-4500,-2000,-400,-2000,-4541.99,-2383.18,2.47589,-1.302,680.65,
-4500,-2000,-400,-2000,-4539.92,-2385.7,2.42231,-1.302,680.65,
-4500,-2000,-400,-2000,-4536.2,-2389.62,2.3332,-1.176,648.379,
-4500,-2000,-400,-2000,-4533.17,-2392.35,2.26607,-1.176,648.379,
-4500,-2000,-400,-2000,-4529.64,-2395.1,2.19227,-1.05,624.301,
-4500,-2000,-400,-2000,-4526.06,-2397.5,2.12136,-1.05,624.301,
-4500,-2000,-400,-2000,-4522.35,-2399.63,2.07296,-0.882,592.114,
-4500,-2000,-400,-2000,-4519.15,-2401.5,2.13398,-0.882,592.114,
-4500,-2000,-400,-2000,-4515.07,-2404.28,2.21545,-1.008,603.675,
-4500,-2000,-400,-2000,-4512.26,-2406.51,2.27443,-1.008,603.675,
-4500,-2000,-400,-2000,-4509.17,-2409.28,2.34284,-1.176,624.534,
-4500,-2000,-400,-2000,-4505.94,-2412.65,2.41971,-1.176,624.534,
-4500,-2000,-400,-2000,-4503.06,-2416.15,2.49434,-1.344,650.764,
-4500,-2000,-400,-2000,-4500.88,-2419.19,2.55602,-1.344,650.764,
-4500,-2000,-400,-2000,-4498.38,-2423.27,2.63483,-1.512,680.53,
-4500,-2000,-400,-2000,-4496.42,-2427.06,2.70515,-1.512,680.53,
-4500,-2000,-400,-2000,-4494.62,-2431.28,2.78067,-1.638,699.84,
-4500,-2000,-400,-2000,-4493.47,-2434.58,2.8383,-1.638,699.84,
-4500,-2000,-400,-2000,-4492.43,-2438.22,2.9006,-1.764,731.502,
-4500,-2000,-400,-2000,-4491.62,-2441.95,2.96352,-1.764,731.502,
-4500,-2000,-400,-2000,-4490.94,-2446.62,3.0413,-1.932,762.157,
-4500,-2000,-400,-2000,-4490.64,-2450.89,3.11184,-1.932,762.157,
