initialPosX,initialPosZ,finalPosX,finalPosZ,RobotPoseX,RobotPoseZ,RobotPoseRot,MinObstacleAngle,MinObstacleDistance,
-4500,-2000,-400,-2000,-4500,-1999.32,0.011241,-1.638,1211.87,
-4500,-2000,-400,-2000,-4499.91,-1996.33,0.0454155,2.058,779.821,
-4500,-2000,-400,-2000,-4499.84,-1992.33,-0.0204345,2.058,779.821,
-4500,-2000,-400,-2000,-4500.13,-1987.26,-0.104251,1.89,869.146,
-4500,-2000,-400,-2000,-4500.58,-1983.83,-0.161179,1.89,869.146,
-4500,-2000,-400,-2000,-4501.6,-1978.78,-0.246029,2.058,906.144,
-4500,-2000,-400,-2000,-4502.5,-1975.49,-0.302168,2.058,906.144,
-4500,-2000,-400,-2000,-4504.12,-1970.91,-0.382285,1.218,997.172,
-4500,-2000,-400,-2000,-4505.75,-1967.16,-0.449644,1.218,997.172,
-4500,-2000,-400,-2000,-4508.31,-1962.37,-0.539138,1.386,1025.75,
-4500,-2000,-400,-2000,-4510.07,-1959.57,-0.593512,1.386,1025.75,
-4500,-2000,-400,-2000,-4512.67,-1955.96,-0.666829,1.512,1055.25,
-4500,-2000,-400,-2000,-4514.8,-1953.39,-0.721859,1.512,1055.25,
-4500,-2000,-400,-2000,-4518.26,-1949.73,-0.804856,1.68,1073.12,
-4500,-2000,-400,-2000,-4521.53,-1946.78,-0.877368,1.68,1073.12,
-4500,-2000,-400,-2000,-4524.93,-1944.12,-0.948536,1.806,1117.03,
-4500,-2000,-400,-2000,-4528.2,-1941.92,-1.01349,1.806,1117.03,
-4500,-2000,-400,-2000,-4532.23,-1939.59,-1.09005,1.974,1139.96,
-4500,-2000,-400,-2000,-4535.51,-1937.99,-1.15018,1.974,1139.96,
-4500,-2000,-400,-2000,-4539.92,-1936.19,-1.22869,2.1,1163.47,
-4500,-2000,-400,-2000,-4543.85,-1934.92,-1.29677,2.1,1163.47,
-4500,-2000,-400,-2000,-4548.32,-1933.83,-1.37248,-0.21,1211.65,
-4500,-2000,-400,-2000,-4552.41,-1933.13,-1.44089,-0.21,1211.65,
-4500,-2000,-400,-2000,-4556.8,-1932.7,-1.51358,-0.0840001,1196.8,
-4500,-2000,-400,-2000,-4560.64,-1932.59,4.70631,-0.0840001,1196.8,
-4500,-2000,-400,-2000,-4565.38,-1932.78,4.62812,0.0419999,1186.53,
-4500,-2000,-400,-2000,-4569.21,-1933.21,4.56471,0.0419999,1186.53,
-4500,-2000,-400,-2000,-4573.09,-1933.9,4.49987,0.168,1180.16,
-4500,-2000,-400,-2000,-4577.06,-1934.88,4.43246,0.168,1180.16,
-4500,-2000,-400,-2000,-4581.01,-1936.14,4.36408,0.294,1177.57,
-4500,-2000,-400,-2000,-4584.61,-1937.56,4.30044,0.294,1177.57,
-4500,-2000,-400,-2000,-4588.64,-1939.48,4.22689,0.462,1178.48,
-4500,-2000,-400,-2000,-4591.97,-1941.35,4.16395,0.462,1178.48,
-4500,-2000,-400,-2000,-4595.59,-1943.73,4.09252,0.588,1183.64,
-4500,-2000,-400,-2000,-4598.65,-1946.04,4.02943,0.588,1183.64,
-4500,-2000,-400,-2000,-4602.13,-1949.07,3.95334,0.714,1193.32,
-4500,-2000,-400,-2000,-4605.15,-1952.12,3.88267,0.714,1193.32,
-4500,-2000,-400,-2000,-4608.08,-1955.55,3.80842,-2.058,962.578,
-4500,-2000,-400,-2000,-4610.68,-1959.07,3.73628,-2.058,962.578,
-4500,-2000,-400,-2000,-4612.87,-1962.52,3.66894,-2.058,925.3,
-4500,-2000,-400,-2000,-4614.82,-1966.11,3.60175,-2.058,925.3,
-4500,-2000,-400,-2000,-4616.5,-1969.76,3.53547,-1.932,905.416,
-4500,-2000,-400,-2000,-4617.98,-1973.65,3.467,-1.932,905.416,
-4500,-2000,-400,-2000,-4619.3,-1978.04,3.39142,-1.806,883.095,
-4500,-2000,-400,-2000,-4620.14,-1981.74,3.32901,-1.806,883.095,
-4500,-2000,-400,-2000,-4620.79,-1985.84,3.26062,-1.722,856.616,
-4500,-2000,-400,-2000,-4621.18,-1990.39,3.18526,-1.722,856.616,
-4500,-2000,-400,-2000,-4621.24,-1994.57,3.11641,-1.554,829.491,
-4500,-2000,-400,-2000,-4620.99,-1999.03,3.04291,-1.554,829.491,
-4500,-2000,-400,-2000,-4620.48,-2002.96,2.97763,-1.428,801.451,
-4500,-2000,-400,-2000,-4619.63,-2007.25,2.90555,-1.428,801.451,
-4500,-2000,-400,-2000,-4618.52,-2011.33,2.83584,-1.302,773.19,
-4500,-2000,-400,-2000,-4617.08,-2015.44,2.76413,-1.302,773.19,
-4500,-2000,-400,-2000,-4615.31,-2019.52,2.69083,-1.134,741.49,
-4500,-2000,-400,-2000,-4613.59,-2022.85,2.62913,-1.134,741.49,
-4500,-2000,-400,-2000,-4611.19,-2026.79,2.55314,-1.008,713.111,
-4500,-2000,-400,-2000,-4609.04,-2029.84,2.49154,-1.008,713.111,
-4500,-2000,-400,-2000,-4606.13,-2033.41,2.41581,-0.882,685.067,
-4500,-2000,-400,-2000,-4603.63,-2036.09,2.35543,-0.882,685.067,
