initialPosX,initialPosZ,finalPosX,finalPosZ,RobotPoseX,RobotPoseZ,RobotPoseRot,MinObstacleAngle,MinObstacleDistance,
-4500,-2000,-400,-2000,-4500,-1999.31,0.0113205,0.378,733.637,
-4500,-2000,-400,-2000,-4499.87,-1995.71,0.0556478,2.058,779.859,
-4500,-2000,-400,-2000,-4499.77,-1992.85,0.00847801,2.058,779.859,
-4500,-2000,-400,-2000,-4499.86,-1988.51,-0.0630952,1.89,869.652,
-4500,-2000,-400,-2000,-4500.39,-1983.33,-0.148844,1.89,869.652,
-4500,-2000,-400,-2000,-4501.15,-1979.15,-0.218809,2.016,896.164,
-4500,-2000,-400,-2000,-4502.11,-1975.34,-0.283548,2.016,896.164,
-4500,-2000,-400,-2000,-4503.65,-1970.68,-0.364309,1.176,1002.42,
-4500,-2000,-400,-2000,-4504.91,-1967.59,-0.41937,1.176,1002.42,
-4500,-2000,-400,-2000,-4507.44,-1962.5,-0.513002,1.344,1012.27,
-4500,-2000,-400,-2000,-4509.4,-1959.23,-0.575833,1.344,1012.27,
-4500,-2000,-400,-2000,-4511.71,-1955.89,-0.64274,1.47,1062.12,
-4500,-2000,-400,-2000,-4513.87,-1953.14,-0.700298,1.47,1062.12,
-4500,-2000,-400,-2000,-4517.32,-1949.36,-0.784668,1.638,1075.07,
-4500,-2000,-400,-2000,-4520.57,-1946.3,-0.858068,1.638,1075.07,
-4500,-2000,-400,-2000,-4523.92,-1943.58,-0.929235,1.806,1108.3,
-4500,-2000,-400,-2000,-4527.52,-1941.07,-1.00155,1.806,1108.3,
-4500,-2000,-400,-2000,-4530.33,-1939.36,-1.05567,1.932,1133.13,
-4500,-2000,-400,-2000,-4534.2,-1937.33,-1.1277,1.932,1133.13,
-4500,-2000,-400,-2000,-4537.96,-1935.68,-1.1954,2.058,1167.43,
-4500,-2000,-400,-2000,-4542.13,-1934.19,-1.26827,2.058,1167.43,
-4500,-2000,-400,-2000,-4546.43,-1932.99,-1.34191,-0.252,1216.21,
