initialPosX,initialPosZ,finalPosX,finalPosZ,RobotPoseX,RobotPoseZ,RobotPoseRot,MinObstacleAngle,MinObstacleDistance,
-4500,-2000,-400,-2000,-4500,-1999.08,-0.015147,2.1,794.408,
-4500,-2000,-400,-2000,-4500.1,-1996.3,-0.0609885,2.1,794.408,
-4500,-2000,-400,-2000,-4500.58,-1991.35,-0.142886,1.932,878.239,
-4500,-2000,-400,-2000,-4501.2,-1987.75,-0.203139,1.932,878.239,
-4500,-2000,-400,-2000,-4502.18,-1983.61,-0.273224,2.058,905.314,
-4500,-2000,-400,-2000,-4503.27,-1980.08,-0.333998,2.058,905.314,
-4500,-2000,-400,-2000,-4505.02,-1975.54,-0.414154,1.218,1024.75,
-4500,-2000,-400,-2000,-4506.71,-1971.98,-0.479025,1.218,1024.75,
-4500,-2000,-400,-2000,-4508.85,-1968.17,-0.551155,1.386,1043.85,
-4500,-2000,-400,-2000,-4511.13,-1964.7,-0.619444,1.386,1043.85,
-4500,-2000,-400,-2000,-4513.76,-1961.24,-0.691135,1.554,1057.61,
-4500,-2000,-400,-2000,-4516.77,-1957.84,-0.76592,1.554,1057.61,
-4500,-2000,-400,-2000,-4519.71,-1954.95,-0.833763,1.68,1103.18,
-4500,-2000,-400,-2000,-4522.55,-1952.51,-0.895584,1.68,1103.18,
-4500,-2000,-400,-2000,-4526.24,-1949.75,-0.971372,1.848,1114.03,
-4500,-2000,-400,-2000,-4529.46,-1947.68,-1.03445,1.848,1114.03,
-4500,-2000,-400,-2000,-4534.21,-1945.1,-1.12349,1.974,1150.36,
-4500,-2000,-400,-2000,-4537.43,-1943.66,-1.18158,1.974,1150.36,
-4500,-2000,-400,-2000,-4541.5,-1942.13,-1.25327,2.1,1197.57,
-4500,-2000,-400,-2000,-4545.58,-1940.93,-1.32326,2.1,1197.57,
-4500,-2000,-400,-2000,-4549.74,-1940.02,-1.39348,-0.21,1209.38,
-4500,-2000,-400,-2000,-4553.52,-1939.44,-1.45646,-0.21,1209.38,
-4500,-2000,-400,-2000,-4558.49,-1939.06,-1.53851,-0.0840001,1194.81,
-4500,-2000,-400,-2000,-4562.24,-1939.04,4.68288,-0.0840001,1194.81,
-4500,-2000,-400,-2000,-4566.96,-1939.34,4.60501,0.0839999,1184.99,
-4500,-2000,-400,-2000,-4570.7,-1939.85,4.5427,0.0839999,1184.99,
-4500,-2000,-400,-2000,-4574.83,-1940.68,4.47333,0.21,1178.93,
-4500,-2000,-400,-2000,-4578.66,-1941.73,4.40794,0.21,1178.93,
-4500,-2000,-400,-2000,-4582.66,-1943.13,4.33807,0.336,1177.13,
-4500,-2000,-400,-2000,-4586.28,-1944.67,4.27336,0.336,1177.13,
-4500,-2000,-400,-2000,-4590.5,-1946.83,4.19522,0.504,1179.41,
-4500,-2000,-400,-2000,-4593.63,-1948.73,4.13486,0.504,1179.41,
-4500,-2000,-400,-2000,-4597.53,-1951.46,4.05644,0.63,1185.09,
-4500,-2000,-400,-2000,-4600.52,-1953.9,3.99292,0.63,1185.09,
-4500,-2000,-400,-2000,-4603.76,-1956.93,3.9198,0.756,1196.05,
-4500,-2000,-400,-2000,-4606.49,-1959.87,3.85378,0.756,1196.05,
-4500,-2000,-400,-2000,-4609.59,-1963.73,3.77221,-2.058,953.415,
-4500,-2000,-400,-2000,-4612.11,-1967.43,3.69835,-2.058,953.415,
-4500,-2000,-400,-2000,-4614.2,-1971.02,3.62993,-2.016,921.777,
-4500,-2000,-400,-2000,-4616.1,-1974.88,3.5591,-2.016,921.777,
-4500,-2000,-400,-2000,-4617.73,-1978.9,3.48767,-1.932,898.99,
-4500,-2000,-400,-2000,-4618.83,-1982.2,3.43027,-1.932,898.99,
-4500,-2000,-400,-2000,-4620.09,-1987.1,3.34695,-1.806,874.208,
-4500,-2000,-400,-2000,-4620.76,-1990.83,3.2846,-1.806,874.208,
-4500,-2000,-400,-2000,-4621.24,-1995.07,3.21422,-1.68,848.847,
-4500,-2000,-400,-2000,-4621.42,-1999.75,3.13709,-1.68,848.847,
-4500,-2000,-400,-2000,-4621.29,-2003.75,3.07113,-1.512,821.619,
-4500,-2000,-400,-2000,-4620.98,-2007.03,3.01694,-1.512,821.619,
-4500,-2000,-400,-2000,-4620.09,-2012.36,2.92785,-1.386,793.111,
